2023-08-05_17-07-28: DF Exception: Sub: R1004D, Sess: 0, KeyError, 'HFA_array', file: ripples_HFA_general.py, line no: 249
2023-08-05_17-18-52: DF Exception: Sub: R1347D, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-52: DF Exception: Sub: R1347D, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-52: DF Exception: Sub: R1347D, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-52: DF Exception: Sub: R1348J, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 319
2023-08-05_17-18-53: DF Exception: Sub: R1354E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 319
2023-08-05_17-18-53: DF Exception: Sub: R1354E, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 319
2023-08-05_17-18-53: DF Exception: Sub: R1354E, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 132, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-53: DF Exception: Sub: R1354E, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 319
2023-08-05_17-18-53: DF Exception: Sub: R1361C, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 60, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-53: DF Exception: Sub: R1361C, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1361C_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-18-53: DF Exception: Sub: R1361C, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 180, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-53: DF Exception: Sub: R1366J, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-53: DF Exception: Sub: R1367D, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 252, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-53: DF Exception: Sub: R1368T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 204, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-53: DF Exception: Sub: R1372C, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 216, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-53: DF Exception: Sub: R1372C, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 216, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-53: DF Exception: Sub: R1372C, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 228, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-53: DF Exception: Sub: R1374T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-53: DF Exception: Sub: R1374T, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-53: DF Exception: Sub: R1377M, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-53: DF Exception: Sub: R1377M, Sess: 6, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-53: DF Exception: Sub: R1379E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-53: DF Exception: Sub: R1379E, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-53: DF Exception: Sub: R1380D, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-53: DF Exception: Sub: R1380D, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-53: DF Exception: Sub: R1380D, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1380D, Sess: 4, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1381T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1382T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1383J, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1383J, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1383J, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1383J, Sess: 4, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1383J_4_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-18-54: DF Exception: Sub: R1385E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1385E, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1386T, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1387E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1387E, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1388T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1388T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-18-54: DF Exception: Sub: R1388T, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1388T_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-18-54: DF Exception: Sub: R1393T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1393T, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1393T, Sess: 2, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1393T_2_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-18-54: DF Exception: Sub: R1395M, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1395M, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1395M, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1395M, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1395M, Sess: 4, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1395M, Sess: 5, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1395M, Sess: 6, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1396T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1397D, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1397D, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1398J, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1398J, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1404E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1404E, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1405E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1405E, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1405E, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1413D, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1413D_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-18-54: DF Exception: Sub: R1414E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1415T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1420T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1421M, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1421M, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1421M_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-18-54: DF Exception: Sub: R1422T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1423E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1426N, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1426N, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1426N_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-18-54: DF Exception: Sub: R1427T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1427T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-18-54: DF Exception: Sub: R1433E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1436J, Sess: 6, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1443D, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1444D, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1444D, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1444D, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1445E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1447M, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 108, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1448T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1448T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-18-54: DF Exception: Sub: R1449T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1449T, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1450D, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1450D, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1450D, Sess: 4, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1454M, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1456D, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1456D_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-18-54: DF Exception: Sub: R1456D, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1456D, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1456D, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1463E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1463E, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1465D, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1465D, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1465D_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-18-54: DF Exception: Sub: R1465D, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1465D, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1467M, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1467M_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-18-54: DF Exception: Sub: R1468J, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 108, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1468J, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1468J, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1468J, Sess: 5, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1468J, Sess: 6, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1468J, Sess: 7, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-54: DF Exception: Sub: R1468J, Sess: 8, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-55: DF Exception: Sub: R1469D, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-55: DF Exception: Sub: R1469D, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-55: DF Exception: Sub: R1469D, Sess: 4, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 132, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-55: DF Exception: Sub: R1472T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1472T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-18-55: DF Exception: Sub: R1472T, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1472T_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-18-55: DF Exception: Sub: R1473J, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-55: DF Exception: Sub: R1473J, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-55: DF Exception: Sub: R1476J, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-55: DF Exception: Sub: R1476J, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-55: DF Exception: Sub: R1476J, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-55: DF Exception: Sub: R1476J, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-55: DF Exception: Sub: R1476J, Sess: 4, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-55: DF Exception: Sub: R1482J, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
2023-08-05_17-18-55: DF Exception: Sub: R1482J, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 300 and the array at index 1 has size 144, file: ripples_HFA_general.py, line no: 250
